Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,123735,123735,Round 1
"National Institute of Technology, Rourkela","Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,188628,219295,Round 1
"National Institute of Technology, Rourkela","Mechanical Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,307601,701807,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,29458,29458,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,62721,62721,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,49207,51017,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,152958,158122,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),221044,221044,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,29432,31627,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),45503,47131,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,691702,691702,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,34332,34332,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,35998,37891,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),64437,66492,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,789230,789230,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),170966,170966,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,147182,147182,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OPEN,Gender-Neutral,46704,48440,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OBC-NCL,Female-only (including Supernumerary),157922,157922,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,SC,Gender-Neutral,190162,190162,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Gender-Neutral,37947,45798,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Female-only (including Supernumerary),50047,50047,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Gender-Neutral,48584,48595,Round 1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,SC,Gender-Neutral,140153,140153,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,25881,39689,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),31320,31320,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),159242,159242,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,51243,54579,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,194960,194960,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,29069,36141,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),62426,62426,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,41355,41355,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,39753,39933,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),68463,68463,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,155834,155834,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),189531,189531,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OPEN,Gender-Neutral,46363,46363,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Gender-Neutral,50213,50936,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,EWS,Gender-Neutral,55010,55010,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,SC,Gender-Neutral,167552,167552,Round 1
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,ST,Gender-Neutral,247781,247781,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,OPEN,Gender-Neutral,44409,57548,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,OPEN,Female-only (including Supernumerary),78525,78525,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Gender-Neutral,75585,97861,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Female-only (including Supernumerary),80370,80370,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,SC,Gender-Neutral,261948,285908,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,OPEN,Gender-Neutral,24786,29267,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,OPEN,Female-only (including Supernumerary),37076,37076,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,EWS,Gender-Neutral,53591,53591,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,37895,56838,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,SC,Gender-Neutral,117408,160478,Round 1
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,ST,Gender-Neutral,260479,260479,Round 1
"National Institute of Technology, Rourkela","Physics for DASA-CIWG (5 Years, Integrated Master of Science)",DASA-CIWG,OPEN,Gender-Neutral,710572,710572,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,81956,88655,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),114793,140165,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,98436,113333,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,136633,158986,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),224915,224915,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,219282,244895,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),236987,236987,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,45790,54767,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),78190,81436,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,995241,995241,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,56040,58223,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),83718,87882,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,55786,60080,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),85790,93463,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,154107,166719,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),203815,223817,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,143087,197721,Round 1
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),241840,241840,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,22340,23668,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),66577,66577,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),88534,88534,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,50700,53238,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,88324,122032,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,12695,15922,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),25726,28445,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,16079,16458,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),33818,35827,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,16725,21206,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),34520,37931,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,61067,67031,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),138466,140266,Round 1
"National Institute of Technology, Silchar","Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,327195,327195,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,57977,62301,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),98754,103145,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,63471,63471,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,114961,119418,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,179682,179682,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),248560,248560,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,174635,174635,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,25083,29667,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),47688,52053,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,30169,32316,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),57980,60907,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,29706,33235,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),52890,54420,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,1388625,1388625,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,106978,122508,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,149226,184662,Round 1
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),265246,265246,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,31328,41512,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,43080,51301,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),126322,126322,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,74943,91198,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,150280,155384,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),229165,229165,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,18883,22218,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),35770,38077,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,23277,24212,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),39162,41409,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,23422,25770,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),40953,50609,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,96937,101179,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,117270,134033,Round 1
"National Institute of Technology, Silchar","Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,383910,383910,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,49075,49718,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),77041,81760,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,53181,53181,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),147561,147561,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,59147,98779,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,172782,172782,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),185443,185443,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Home State,ST,Female-only (including Supernumerary),169219,169219,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,19202,26050,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),43887,51413,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,27227,29062,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),52134,52134,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,26763,30706,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),63421,63878,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,101316,103331,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,SC (PwD),Gender-Neutral,1244199,1244199,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,134863,147653,Round 1
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),292254,292254,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,66349,75176,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),106476,117493,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,84018,86761,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),152426,152426,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,135401,141210,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),200105,205868,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,182886,199541,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,34191,39365,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),57126,64464,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,857666,857666,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,40170,45430,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),70839,76189,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,39493,47121,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),65759,76192,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,908910,957667,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,120582,140792,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),192039,194706,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,163457,163457,Round 1
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),298106,298106,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,67682,70688,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),121200,121200,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,68821,73793,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),99459,106887,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Gender-Neutral,119629,148730,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Female-only (including Supernumerary),199176,232095,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),SC,Gender-Neutral,408828,510210,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),ST,Gender-Neutral,343779,343779,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Ladakh (UT),OPEN,Gender-Neutral,409997,409997,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,58757,67515,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),90560,97261,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,1094736,1094736,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,71281,73902,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),124636,124636,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,74506,76896,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),111932,113416,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,179230,191116,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),224339,224339,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,264028,264028,Round 1
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),359964,359964,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,75005,78878,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),117762,123363,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,73035,77794,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),111673,119748,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Gender-Neutral,65024,107777,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),OPEN,Female-only (including Supernumerary),147544,154217,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),SC,Gender-Neutral,428149,438649,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Jammu & Kashmir (UT),ST,Gender-Neutral,280308,280308,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,60219,73018,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),97386,111293,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,79031,85818,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),125342,127040,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,77871,81169,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),120433,129374,Round 1
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,190153,201827,Round 1
